PbTyp;PbNahmeDatum;Parameter;Einheiten;Wert Text;CAS;Gruppe;DauerPN_h;Q_m3_s;M_in_mg_L;Tage;Datum_Start;mg_pro_24h
WASSER;20.03.2013;Mecoprop;µg/L;0.005;7085-19-0;Pestizide;24;845.09;5;1;19.03.2013;5
WASSER;20.03.2013;Metformin;µg/L;0.48;657-24-9;Arzneimittel;24;845.09;480;1;19.03.2013;480
WASSER;20.03.2013;Metolachlor;µg/L;0.003;51218-45-2;Pestizide;24;845.09;3;1;19.03.2013;3
WASSER;20.03.2013;Metolachlor-ESA;µg/L;0.016;171118-09-5;Metabolite;24;845.09;16;1;19.03.2013;16
WASSER;20.03.2013;Metolachlor-morpholinon;µg/L;0.003;120375-14-6;Metabolite;24;845.09;3;1;19.03.2013;3
WASSER;20.03.2013;Metoprolol;µg/L;0.015;37350-58-6;Arzneimittel;24;845.09;15;1;19.03.2013;15
WASSER;20.03.2013;O,N-Didesvenlafaxin;µg/L;0.006;135308-74-6;Metabolite;24;845.09;6;1;19.03.2013;6
WASSER;20.03.2013;Sulfamethoxazol;µg/L;0.014;723-46-6;Arzneimittel;24;845.09;14;1;19.03.2013;14
WASSER;20.03.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.12;29385-43-1;Einzelstoffe;24;845.09;120;1;19.03.2013;120
WASSER;20.03.2013;Tizanidin;µg/L;0.021;51322-75-9;Arzneimittel;24;845.09;21;1;19.03.2013;21
WASSER;20.03.2013;Toluol-4-sulfonsäure;µg/L;0.036;104-15-4;Einzelstoffe;24;845.09;36;1;19.03.2013;36
WASSER;20.03.2013;Valsartan;µg/L;0.053;137862-53-4;Arzneimittel;24;845.09;53;1;19.03.2013;53
WASSER;20.03.2013;Venlafaxin;µg/L;0.012;93413-69-5;Arzneimittel;24;845.09;12;1;19.03.2013;12
WASSER;20.03.2013;Surfynol 104;µg/L;0.098;126-86-3;Einzelstoffe;24;845.09;98;1;19.03.2013;98
WASSER;21.03.2013;Dichlormethan;µg/L;0.16;75-09-2;LHKW;24;861.44;160;1;20.03.2013;160
WASSER;21.03.2013;Hexachlorethan;µg/L;0.0005;67-72-1;LHKW;24;861.44;0.5;1;20.03.2013;0.5
WASSER;21.03.2013;Tetrachlorethen;µg/L;0.022;127-18-4;LHKW;24;861.44;22;1;20.03.2013;22
WASSER;21.03.2013;Trichlorethen;µg/L;0.002;79-01-6;LHKW;24;861.44;2;1;20.03.2013;2
WASSER;21.03.2013;2-Naphthalinsulfonsäure;µg/L;0.02;120-18-3;Einzelstoffe;24;861.44;20;1;20.03.2013;20
WASSER;21.03.2013;4-Dimethylaminopyridin;µg/L;0.025;1122-58-3;Einzelstoffe;24;861.44;25;1;20.03.2013;25
WASSER;21.03.2013;4-Formylaminoantipyrin;µg/L;0.043;1672-58-8;Metabolite;24;861.44;43;1;20.03.2013;43
WASSER;21.03.2013;4-Trifluormethyl-phenol;µg/L;0.044;402-45-9;Einzelstoffe;24;861.44;44;1;20.03.2013;44
WASSER;21.03.2013;Acesulfam;µg/L;1.4;33665-90-6;Suessstoffe;24;861.44;1400;1;20.03.2013;1400
WASSER;21.03.2013;Atenololsäure;µg/L;0.073;56392-14-4;Metabolite;24;861.44;73;1;20.03.2013;73
WASSER;21.03.2013;Atrazin;µg/L;0.006;1912-24-9;Pestizide;24;861.44;6;1;20.03.2013;6
WASSER;21.03.2013;Benzotriazol;µg/L;0.23;95-14-7;Einzelstoffe;24;861.44;230;1;20.03.2013;230
WASSER;21.03.2013;Candesartan;µg/L;0.011;139481-59-7;Arzneimittel;24;861.44;11;1;20.03.2013;11
WASSER;21.03.2013;Carbamazepin;µg/L;0.028;298-46-4;Arzneimittel;24;861.44;28;1;20.03.2013;28
WASSER;21.03.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.042;58955-93-4;Metabolite;24;861.44;42;1;20.03.2013;42
WASSER;21.03.2013;Carbendazim;µg/L;0.01;10605-21-7;Pestizide;24;861.44;10;1;20.03.2013;10
WASSER;21.03.2013;Clarithromycin;µg/L;0.011;81103-11-9;Arzneimittel;24;861.44;11;1;20.03.2013;11
WASSER;21.03.2013;Cyclohexylsulfaminsäure;µg/L;0.044;100-88-9;Suessstoffe;24;861.44;44;1;20.03.2013;44
WASSER;21.03.2013;Cyproconazol;µg/L;0.039;94361-06-5;Pestizide;24;861.44;39;1;20.03.2013;39
WASSER;21.03.2013;DEET;µg/L;0.007;134-62-3;Pestizide;24;861.44;7;1;20.03.2013;7
WASSER;21.03.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;861.44;7;1;20.03.2013;7
WASSER;21.03.2013;Diclofenac;µg/L;0.027;15307-79-6;Arzneimittel;24;861.44;27;1;20.03.2013;27
WASSER;21.03.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;861.44;6;1;20.03.2013;6
WASSER;21.03.2013;Hydrochlorothiazid;µg/L;0.024;58-93-5;Arzneimittel;24;861.44;24;1;20.03.2013;24
WASSER;21.03.2013;Isoproturon;µg/L;0.002;34123-59-6;Pestizide;24;861.44;2;1;20.03.2013;2
WASSER;21.03.2013;Lamotrigin;µg/L;0.033;84057-84-1;Arzneimittel;24;861.44;33;1;20.03.2013;33
WASSER;21.03.2013;Levetiracetam;µg/L;0.018;102767-28-2;Arzneimittel;24;861.44;18;1;20.03.2013;18
WASSER;21.03.2013;Metformin;µg/L;0.55;657-24-9;Arzneimittel;24;861.44;550;1;20.03.2013;550
WASSER;21.03.2013;Metolachlor;µg/L;0.005;51218-45-2;Pestizide;24;861.44;5;1;20.03.2013;5
WASSER;21.03.2013;Metolachlor-ESA;µg/L;0.015;171118-09-5;Metabolite;24;861.44;15;1;20.03.2013;15
WASSER;21.03.2013;Metoprolol;µg/L;0.015;37350-58-6;Arzneimittel;24;861.44;15;1;20.03.2013;15
WASSER;21.03.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.26;83-15-8;Metabolite;24;861.44;260;1;20.03.2013;260
WASSER;21.03.2013;Paracetamol;µg/L;0.019;103-90-2;Arzneimittel;24;861.44;19;1;20.03.2013;19
WASSER;21.03.2013;Saccharin;µg/L;0.078;81-07-2;Suessstoffe;24;861.44;78;1;20.03.2013;78
WASSER;21.03.2013;Sitagliptin;µg/L;0.021;486460-32-6;Arzneimittel;24;861.44;21;1;20.03.2013;21
WASSER;21.03.2013;Sucralose;µg/L;0.15;56038-13-2;Suessstoffe;24;861.44;150;1;20.03.2013;150
WASSER;21.03.2013;Sulfamethoxazol;µg/L;0.014;723-46-6;Arzneimittel;24;861.44;14;1;20.03.2013;14
WASSER;21.03.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.13;KEINE NUMMER MOEGLICH;Metabolite;24;861.44;130;1;20.03.2013;130
WASSER;21.03.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.041;KEINE NUMMER MOEGLICH;Arzneimittel;24;861.44;41;1;20.03.2013;41
WASSER;21.03.2013;Telmisartan;µg/L;0.01;144701-48-4;Arzneimittel;24;861.44;10;1;20.03.2013;10
WASSER;21.03.2013;Tizanidin;µg/L;0.026;51322-75-9;Arzneimittel;24;861.44;26;1;20.03.2013;26
WASSER;21.03.2013;Toluol-4-sulfonsäure;µg/L;0.015;104-15-4;Einzelstoffe;24;861.44;15;1;20.03.2013;15
WASSER;21.03.2013;Triphenylphosphinoxid;µg/L;0.027;791-28-6;Einzelstoffe;24;861.44;27;1;20.03.2013;27
WASSER;21.03.2013;Valsartan;µg/L;0.067;137862-53-4;Arzneimittel;24;861.44;67;1;20.03.2013;67
WASSER;21.03.2013;Valsartansäure;µg/L;0.023;164265-78-5;Metabolite;24;861.44;23;1;20.03.2013;23
WASSER;21.03.2013;Venlafaxin;µg/L;0.013;93413-69-5;Arzneimittel;24;861.44;13;1;20.03.2013;13
WASSER;21.03.2013;2-Naphthalinsulfonsäure;µg/L;0.01;120-18-3;Einzelstoffe;24;861.44;10;1;20.03.2013;10
WASSER;21.03.2013;4-Dimethylaminopyridin;µg/L;0.021;1122-58-3;Einzelstoffe;24;861.44;21;1;20.03.2013;21
WASSER;21.03.2013;Acesulfam;µg/L;0.9;33665-90-6;Suessstoffe;24;861.44;900;1;20.03.2013;900
WASSER;21.03.2013;Atenolol;µg/L;0.013;29122-68-7;Arzneimittel;24;861.44;13;1;20.03.2013;13
WASSER;21.03.2013;Benzotriazol;µg/L;0.27;95-14-7;Einzelstoffe;24;861.44;270;1;20.03.2013;270
WASSER;21.03.2013;Carbamazepin;µg/L;0.028;298-46-4;Arzneimittel;24;861.44;28;1;20.03.2013;28
WASSER;21.03.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.037;58955-93-4;Metabolite;24;861.44;37;1;20.03.2013;37
WASSER;21.03.2013;Carbendazim;µg/L;0.008;10605-21-7;Pestizide;24;861.44;8;1;20.03.2013;8
WASSER;21.03.2013;Clarithromycin;µg/L;0.01;81103-11-9;Arzneimittel;24;861.44;10;1;20.03.2013;10
WASSER;21.03.2013;Cyproconazol;µg/L;0.028;94361-06-5;Pestizide;24;861.44;28;1;20.03.2013;28
WASSER;21.03.2013;DEET;µg/L;0.012;134-62-3;Pestizide;24;861.44;12;1;20.03.2013;12
WASSER;21.03.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;861.44;6;1;20.03.2013;6
WASSER;21.03.2013;Diclofenac;µg/L;0.035;15307-79-6;Arzneimittel;24;861.44;35;1;20.03.2013;35
WASSER;21.03.2013;Diuron;µg/L;0.005;330-54-1;Pestizide;24;861.44;5;1;20.03.2013;5
WASSER;21.03.2013;Iopromid;µg/L;0.16;73334-07-3;Arzneimittel;24;861.44;160;1;20.03.2013;160
WASSER;21.03.2013;Isoproturon;µg/L;0.002;34123-59-6;Pestizide;24;861.44;2;1;20.03.2013;2
WASSER;21.03.2013;Mecoprop;µg/L;0.006;7085-19-0;Pestizide;24;861.44;6;1;20.03.2013;6
WASSER;21.03.2013;Metformin;µg/L;0.54;657-24-9;Arzneimittel;24;861.44;540;1;20.03.2013;540
WASSER;21.03.2013;Metolachlor;µg/L;0.005;51218-45-2;Pestizide;24;861.44;5;1;20.03.2013;5
WASSER;21.03.2013;Metolachlor-ESA;µg/L;0.017;171118-09-5;Metabolite;24;861.44;17;1;20.03.2013;17
WASSER;21.03.2013;Metoprolol;µg/L;0.018;37350-58-6;Arzneimittel;24;861.44;18;1;20.03.2013;18
WASSER;21.03.2013;O,N-Didesvenlafaxin;µg/L;0.006;135308-74-6;Metabolite;24;861.44;6;1;20.03.2013;6
WASSER;21.03.2013;Sulfamethoxazol;µg/L;0.015;723-46-6;Arzneimittel;24;861.44;15;1;20.03.2013;15
WASSER;21.03.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.13;29385-43-1;Einzelstoffe;24;861.44;130;1;20.03.2013;130
WASSER;21.03.2013;Tizanidin;µg/L;0.034;51322-75-9;Arzneimittel;24;861.44;34;1;20.03.2013;34
WASSER;21.03.2013;Toluol-4-sulfonsäure;µg/L;0.047;104-15-4;Einzelstoffe;24;861.44;47;1;20.03.2013;47
WASSER;21.03.2013;Valsartan;µg/L;0.062;137862-53-4;Arzneimittel;24;861.44;62;1;20.03.2013;62
WASSER;21.03.2013;Venlafaxin;µg/L;0.016;93413-69-5;Arzneimittel;24;861.44;16;1;20.03.2013;16
WASSER;21.03.2013;Surfynol 104;µg/L;0.093;126-86-3;Einzelstoffe;24;861.44;93;1;20.03.2013;93
WASSER;22.03.2013;1,1,1-Trichlorethan;µg/L;0.002;71-55-6;LHKW;24;820.09;2;1;21.03.2013;2
WASSER;22.03.2013;Chloroform;µg/L;0.042;67-66-3;LHKW;24;820.09;42;1;21.03.2013;42
WASSER;22.03.2013;Dichlormethan;µg/L;0.055;75-09-2;LHKW;24;820.09;55;1;21.03.2013;55
WASSER;22.03.2013;Hexachlorethan;µg/L;0.0005;67-72-1;LHKW;24;820.09;0.5;1;21.03.2013;0.5
WASSER;22.03.2013;Tetrachlorethen;µg/L;0.024;127-18-4;LHKW;24;820.09;24;1;21.03.2013;24
WASSER;22.03.2013;Tetrachlormethan;µg/L;0.005;56-23-5;LHKW;24;820.09;5;1;21.03.2013;5
WASSER;22.03.2013;Trichlorethen;µg/L;0.006;79-01-6;LHKW;24;820.09;6;1;21.03.2013;6
WASSER;22.03.2013;2-Naphthalinsulfonsäure;µg/L;0.017;120-18-3;Einzelstoffe;24;820.09;17;1;21.03.2013;17
WASSER;22.03.2013;4-Dimethylaminopyridin;µg/L;0.014;1122-58-3;Einzelstoffe;24;820.09;14;1;21.03.2013;14
WASSER;22.03.2013;4-Formylaminoantipyrin;µg/L;0.022;1672-58-8;Metabolite;24;820.09;22;1;21.03.2013;22
WASSER;22.03.2013;4-Trifluormethyl-phenol;µg/L;0.054;402-45-9;Einzelstoffe;24;820.09;54;1;21.03.2013;54
WASSER;22.03.2013;Acesulfam;µg/L;1.1;33665-90-6;Suessstoffe;24;820.09;1100;1;21.03.2013;1100
WASSER;22.03.2013;Atenololsäure;µg/L;0.055;56392-14-4;Metabolite;24;820.09;55;1;21.03.2013;55
WASSER;22.03.2013;Atrazin;µg/L;0.006;1912-24-9;Pestizide;24;820.09;6;1;21.03.2013;6
WASSER;22.03.2013;Benzotriazol;µg/L;0.21;95-14-7;Einzelstoffe;24;820.09;210;1;21.03.2013;210
WASSER;22.03.2013;Carbamazepin;µg/L;0.023;298-46-4;Arzneimittel;24;820.09;23;1;21.03.2013;23
WASSER;22.03.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.035;58955-93-4;Metabolite;24;820.09;35;1;21.03.2013;35
WASSER;22.03.2013;Carbendazim;µg/L;0.007;10605-21-7;Pestizide;24;820.09;7;1;21.03.2013;7
WASSER;22.03.2013;Chlortoluron;µg/L;0.003;15545-48-9;Pestizide;24;820.09;3;1;21.03.2013;3
WASSER;22.03.2013;Clarithromycin;µg/L;0.008;81103-11-9;Arzneimittel;24;820.09;8;1;21.03.2013;8
WASSER;22.03.2013;Cyclohexylsulfaminsäure;µg/L;0.048;100-88-9;Suessstoffe;24;820.09;48;1;21.03.2013;48
WASSER;22.03.2013;Cyproconazol;µg/L;0.021;94361-06-5;Pestizide;24;820.09;21;1;21.03.2013;21
WASSER;22.03.2013;DEET;µg/L;0.009;134-62-3;Pestizide;24;820.09;9;1;21.03.2013;9
WASSER;22.03.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;820.09;7;1;21.03.2013;7
WASSER;22.03.2013;Diclofenac;µg/L;0.03;15307-79-6;Arzneimittel;24;820.09;30;1;21.03.2013;30
WASSER;22.03.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;820.09;7;1;21.03.2013;7
WASSER;22.03.2013;Hydrochlorothiazid;µg/L;0.019;58-93-5;Arzneimittel;24;820.09;19;1;21.03.2013;19
WASSER;22.03.2013;Isoproturon;µg/L;0.002;34123-59-6;Pestizide;24;820.09;2;1;21.03.2013;2
WASSER;22.03.2013;Lamotrigin;µg/L;0.028;84057-84-1;Arzneimittel;24;820.09;28;1;21.03.2013;28
WASSER;22.03.2013;Levetiracetam;µg/L;0.014;102767-28-2;Arzneimittel;24;820.09;14;1;21.03.2013;14
WASSER;22.03.2013;Metformin;µg/L;0.53;657-24-9;Arzneimittel;24;820.09;530;1;21.03.2013;530
WASSER;22.03.2013;Metolachlor;µg/L;0.007;51218-45-2;Pestizide;24;820.09;7;1;21.03.2013;7
WASSER;22.03.2013;Metolachlor-ESA;µg/L;0.014;171118-09-5;Metabolite;24;820.09;14;1;21.03.2013;14
WASSER;22.03.2013;Metoprolol;µg/L;0.013;37350-58-6;Arzneimittel;24;820.09;13;1;21.03.2013;13
WASSER;22.03.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.24;83-15-8;Metabolite;24;820.09;240;1;21.03.2013;240
WASSER;22.03.2013;Paracetamol;µg/L;0.019;103-90-2;Arzneimittel;24;820.09;19;1;21.03.2013;19
WASSER;22.03.2013;Saccharin;µg/L;0.066;81-07-2;Suessstoffe;24;820.09;66;1;21.03.2013;66
WASSER;22.03.2013;Sitagliptin;µg/L;0.012;486460-32-6;Arzneimittel;24;820.09;12;1;21.03.2013;12
WASSER;22.03.2013;Sucralose;µg/L;0.08;56038-13-2;Suessstoffe;24;820.09;80;1;21.03.2013;80
WASSER;22.03.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.12;KEINE NUMMER MOEGLICH;Metabolite;24;820.09;120;1;21.03.2013;120
WASSER;22.03.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.026;KEINE NUMMER MOEGLICH;Arzneimittel;24;820.09;26;1;21.03.2013;26
WASSER;22.03.2013;Tizanidin;µg/L;0.018;51322-75-9;Arzneimittel;24;820.09;18;1;21.03.2013;18
WASSER;22.03.2013;Toluol-4-sulfonsäure;µg/L;0.014;104-15-4;Einzelstoffe;24;820.09;14;1;21.03.2013;14
WASSER;22.03.2013;Triphenylphosphinoxid;µg/L;0.048;791-28-6;Einzelstoffe;24;820.09;48;1;21.03.2013;48
WASSER;22.03.2013;Valsartan;µg/L;0.059;137862-53-4;Arzneimittel;24;820.09;59;1;21.03.2013;59
WASSER;22.03.2013;Valsartansäure;µg/L;0.017;164265-78-5;Metabolite;24;820.09;17;1;21.03.2013;17
WASSER;22.03.2013;Venlafaxin;µg/L;0.011;93413-69-5;Arzneimittel;24;820.09;11;1;21.03.2013;11
WASSER;22.03.2013;2-Naphthalinsulfonsäure;µg/L;0.01;120-18-3;Einzelstoffe;24;820.09;10;1;21.03.2013;10
WASSER;22.03.2013;4-Dimethylaminopyridin;µg/L;0.014;1122-58-3;Einzelstoffe;24;820.09;14;1;21.03.2013;14
WASSER;22.03.2013;Acesulfam;µg/L;0.73;33665-90-6;Suessstoffe;24;820.09;730;1;21.03.2013;730
WASSER;22.03.2013;Atenolol;µg/L;0.011;29122-68-7;Arzneimittel;24;820.09;11;1;21.03.2013;11
WASSER;22.03.2013;Atrazin;µg/L;0.005;1912-24-9;Pestizide;24;820.09;5;1;21.03.2013;5
WASSER;22.03.2013;Azoxystrobinsäure;µg/L;0.002;131860-33-8;Metabolite;24;820.09;2;1;21.03.2013;2
WASSER;22.03.2013;Benzotriazol;µg/L;0.22;95-14-7;Einzelstoffe;24;820.09;220;1;21.03.2013;220
WASSER;22.03.2013;Carbamazepin;µg/L;0.023;298-46-4;Arzneimittel;24;820.09;23;1;21.03.2013;23
WASSER;22.03.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.029;58955-93-4;Metabolite;24;820.09;29;1;21.03.2013;29
WASSER;22.03.2013;Carbendazim;µg/L;0.007;10605-21-7;Pestizide;24;820.09;7;1;21.03.2013;7
WASSER;22.03.2013;Chlortoluron;µg/L;0.001;15545-48-9;Pestizide;24;820.09;1;1;21.03.2013;1
WASSER;22.03.2013;Clarithromycin;µg/L;0.008;81103-11-9;Arzneimittel;24;820.09;8;1;21.03.2013;8
WASSER;22.03.2013;Cyproconazol;µg/L;0.02;94361-06-5;Pestizide;24;820.09;20;1;21.03.2013;20
WASSER;22.03.2013;DEET;µg/L;0.012;134-62-3;Pestizide;24;820.09;12;1;21.03.2013;12
WASSER;22.03.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;820.09;6;1;21.03.2013;6
WASSER;22.03.2013;Diclofenac;µg/L;0.036;15307-79-6;Arzneimittel;24;820.09;36;1;21.03.2013;36
WASSER;22.03.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;820.09;6;1;21.03.2013;6
WASSER;22.03.2013;Iopromid;µg/L;0.23;73334-07-3;Arzneimittel;24;820.09;230;1;21.03.2013;230
WASSER;22.03.2013;Isoproturon;µg/L;0.002;34123-59-6;Pestizide;24;820.09;2;1;21.03.2013;2
WASSER;22.03.2013;Mecoprop;µg/L;0.005;7085-19-0;Pestizide;24;820.09;5;1;21.03.2013;5
WASSER;22.03.2013;Metformin;µg/L;0.47;657-24-9;Arzneimittel;24;820.09;470;1;21.03.2013;470
WASSER;22.03.2013;Metolachlor;µg/L;0.006;51218-45-2;Pestizide;24;820.09;6;1;21.03.2013;6
WASSER;22.03.2013;Metolachlor-ESA;µg/L;0.015;171118-09-5;Metabolite;24;820.09;15;1;21.03.2013;15
WASSER;22.03.2013;Metoprolol;µg/L;0.013;37350-58-6;Arzneimittel;24;820.09;13;1;21.03.2013;13
WASSER;22.03.2013;Sulfamethoxazol;µg/L;0.012;723-46-6;Arzneimittel;24;820.09;12;1;21.03.2013;12
WASSER;22.03.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.11;29385-43-1;Einzelstoffe;24;820.09;110;1;21.03.2013;110
WASSER;22.03.2013;Tizanidin;µg/L;0.03;51322-75-9;Arzneimittel;24;820.09;30;1;21.03.2013;30
WASSER;22.03.2013;Toluol-4-sulfonsäure;µg/L;0.034;104-15-4;Einzelstoffe;24;820.09;34;1;21.03.2013;34
WASSER;22.03.2013;Valsartan;µg/L;0.052;137862-53-4;Arzneimittel;24;820.09;52;1;21.03.2013;52
WASSER;22.03.2013;Venlafaxin;µg/L;0.014;93413-69-5;Arzneimittel;24;820.09;14;1;21.03.2013;14
WASSER;22.03.2013;Surfynol 104;µg/L;0.097;126-86-3;Einzelstoffe;24;820.09;97;1;21.03.2013;97
WASSER;23.03.2013;1,1,1-Trichlorethan;µg/L;0.002;71-55-6;LHKW;24;774.13;2;1;22.03.2013;2
WASSER;23.03.2013;Bromoform;µg/L;0.011;75-25-2;LHKW;24;774.13;11;1;22.03.2013;11
WASSER;23.03.2013;Chloroform;µg/L;0.041;67-66-3;LHKW;24;774.13;41;1;22.03.2013;41
WASSER;23.03.2013;Dichlormethan;µg/L;0.089;75-09-2;LHKW;24;774.13;89;1;22.03.2013;89
WASSER;23.03.2013;Hexachlorethan;µg/L;0.0004;67-72-1;LHKW;24;774.13;0.4;1;22.03.2013;0.4
WASSER;23.03.2013;Tetrachlorethen;µg/L;0.024;127-18-4;LHKW;24;774.13;24;1;22.03.2013;24
WASSER;23.03.2013;Tetrachlormethan;µg/L;0.004;56-23-5;LHKW;24;774.13;4;1;22.03.2013;4
WASSER;23.03.2013;Trichlorethen;µg/L;0.006;79-01-6;LHKW;24;774.13;6;1;22.03.2013;6
WASSER;23.03.2013;2-Naphthalinsulfonsäure;µg/L;0.008;120-18-3;Einzelstoffe;24;774.13;8;1;22.03.2013;8
WASSER;23.03.2013;4-Dimethylaminopyridin;µg/L;0.02;1122-58-3;Einzelstoffe;24;774.13;20;1;22.03.2013;20
WASSER;23.03.2013;4-Formylaminoantipyrin;µg/L;0.026;1672-58-8;Metabolite;24;774.13;26;1;22.03.2013;26
WASSER;23.03.2013;4-Trifluormethyl-phenol;µg/L;0.072;402-45-9;Einzelstoffe;24;774.13;72;1;22.03.2013;72
WASSER;23.03.2013;Acesulfam;µg/L;1.3;33665-90-6;Suessstoffe;24;774.13;1300;1;22.03.2013;1300
WASSER;23.03.2013;Atenololsäure;µg/L;0.064;56392-14-4;Metabolite;24;774.13;64;1;22.03.2013;64
WASSER;23.03.2013;Atrazin;µg/L;0.006;1912-24-9;Pestizide;24;774.13;6;1;22.03.2013;6
WASSER;23.03.2013;Benzotriazol;µg/L;0.21;95-14-7;Einzelstoffe;24;774.13;210;1;22.03.2013;210
WASSER;23.03.2013;Carbamazepin;µg/L;0.028;298-46-4;Arzneimittel;24;774.13;28;1;22.03.2013;28
WASSER;23.03.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.037;58955-93-4;Metabolite;24;774.13;37;1;22.03.2013;37
WASSER;23.03.2013;Carbendazim;µg/L;0.007;10605-21-7;Pestizide;24;774.13;7;1;22.03.2013;7
WASSER;23.03.2013;Chlortoluron;µg/L;0.003;15545-48-9;Pestizide;24;774.13;3;1;22.03.2013;3
WASSER;23.03.2013;Clarithromycin;µg/L;0.01;81103-11-9;Arzneimittel;24;774.13;10;1;22.03.2013;10
WASSER;23.03.2013;Cyclohexylsulfaminsäure;µg/L;0.038;100-88-9;Suessstoffe;24;774.13;38;1;22.03.2013;38
WASSER;23.03.2013;Cyproconazol;µg/L;0.035;94361-06-5;Pestizide;24;774.13;35;1;22.03.2013;35
WASSER;23.03.2013;DEET;µg/L;0.029;134-62-3;Pestizide;24;774.13;29;1;22.03.2013;29
WASSER;23.03.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;774.13;7;1;22.03.2013;7
WASSER;23.03.2013;Diclofenac;µg/L;0.035;15307-79-6;Arzneimittel;24;774.13;35;1;22.03.2013;35
WASSER;23.03.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;774.13;7;1;22.03.2013;7
WASSER;23.03.2013;Hydrochlorothiazid;µg/L;0.023;58-93-5;Arzneimittel;24;774.13;23;1;22.03.2013;23
WASSER;23.03.2013;Isoproturon;µg/L;0.001;34123-59-6;Pestizide;24;774.13;1;1;22.03.2013;1
WASSER;23.03.2013;Lamotrigin;µg/L;0.024;84057-84-1;Arzneimittel;24;774.13;24;1;22.03.2013;24
WASSER;23.03.2013;Levetiracetam;µg/L;0.013;102767-28-2;Arzneimittel;24;774.13;13;1;22.03.2013;13
WASSER;23.03.2013;Metformin;µg/L;0.56;657-24-9;Arzneimittel;24;774.13;560;1;22.03.2013;560
WASSER;23.03.2013;Metolachlor;µg/L;0.007;51218-45-2;Pestizide;24;774.13;7;1;22.03.2013;7
WASSER;23.03.2013;Metolachlor-ESA;µg/L;0.015;171118-09-5;Metabolite;24;774.13;15;1;22.03.2013;15
WASSER;23.03.2013;Metoprolol;µg/L;0.011;37350-58-6;Arzneimittel;24;774.13;11;1;22.03.2013;11
WASSER;23.03.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.27;83-15-8;Metabolite;24;774.13;270;1;22.03.2013;270
WASSER;23.03.2013;Paracetamol;µg/L;0.017;103-90-2;Arzneimittel;24;774.13;17;1;22.03.2013;17
WASSER;23.03.2013;Saccharin;µg/L;0.083;81-07-2;Suessstoffe;24;774.13;83;1;22.03.2013;83
WASSER;23.03.2013;Sitagliptin;µg/L;0.015;486460-32-6;Arzneimittel;24;774.13;15;1;22.03.2013;15
WASSER;23.03.2013;Sucralose;µg/L;0.097;56038-13-2;Suessstoffe;24;774.13;97;1;22.03.2013;97
WASSER;23.03.2013;Sulfamethoxazol;µg/L;0.013;723-46-6;Arzneimittel;24;774.13;13;1;22.03.2013;13
WASSER;23.03.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.13;KEINE NUMMER MOEGLICH;Metabolite;24;774.13;130;1;22.03.2013;130
WASSER;23.03.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.038;KEINE NUMMER MOEGLICH;Arzneimittel;24;774.13;38;1;22.03.2013;38
WASSER;23.03.2013;Telmisartan;µg/L;0.01;144701-48-4;Arzneimittel;24;774.13;10;1;22.03.2013;10
WASSER;23.03.2013;Tizanidin;µg/L;0.025;51322-75-9;Arzneimittel;24;774.13;25;1;22.03.2013;25
WASSER;23.03.2013;Toluol-4-sulfonsäure;µg/L;0.061;104-15-4;Einzelstoffe;24;774.13;61;1;22.03.2013;61
WASSER;23.03.2013;Valsartan;µg/L;0.051;137862-53-4;Arzneimittel;24;774.13;51;1;22.03.2013;51
